"Species","KO","Correlation","FDR","Abs_Correlation","Species_short"
"Muribaculum gordoncarteri","K02004",-0.366666666666667,0.645408173994193,0.366666666666667,"Muribaculum gordoncarteri"
"Enterococcus faecalis","K03704",0.366666666666667,0.645408173994193,0.366666666666667,"Enterococcus faecalis"
"Duncaniella sp. B8","K02887",0.366666666666667,0.645408173994193,0.366666666666667,"Duncaniella sp. B8"
"Eisenbergiella porci","K02887",-0.366666666666667,0.645408173994193,0.366666666666667,"Eisenbergiella porci"
"Paramuribaculum intestinale","K03169",-0.366666666666667,0.645408173994193,0.366666666666667,"Paramuribaculum intestinale"
"Muribaculum intestinale","K03088",0.366666666666667,0.645408173994193,0.366666666666667,"Muribaculum intestinale"
"Xanthomonas euvesicatoria","K02909",-0.366666666666667,0.645408173994193,0.366666666666667,"Xanthomonas euvesicatoria"
"Muribaculum gordoncarteri","K02994",-0.366666666666667,0.645408173994193,0.366666666666667,"Muribaculum gordoncarteri"
"Xanthomonas euvesicatoria","K02994",-0.366666666666667,0.645408173994193,0.366666666666667,"Xanthomonas euvesicatoria"
"Eisenbergiella porci","K13625",-0.366666666666667,0.645408173994193,0.366666666666667,"Eisenbergiella porci"
"Enterocloster bolteae","K02988",0.366666666666667,0.645408173994193,0.366666666666667,"Enterocloster bolteae"
"Eisenbergiella porci","K01154",0.366666666666667,0.645408173994193,0.366666666666667,"Eisenbergiella porci"
"[Clostridium] innocuum","K11253",-0.366666666666667,0.645408173994193,0.366666666666667,"[Clostridium] innocuum"
"Blautia massiliensis (ex Durand et al. 2017)","K02356",-0.366666666666667,0.645408173994193,0.366666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Eisenbergiella porci","K03205",0.366666666666667,0.645408173994193,0.366666666666667,"Eisenbergiella porci"
"Blautia producta","K10704",-0.366666666666667,0.645408173994193,0.366666666666667,"Blautia producta"
"[Clostridium] innocuum","K10704",-0.366666666666667,0.645408173994193,0.366666666666667,"[Clostridium] innocuum"
"uncultured Alistipes sp.","K00134",-0.35,0.668833782898099,0.35,"uncultured Alistipes sp."
"Duncaniella sp. B8","K02261",-0.35,0.668833782898099,0.35,"Duncaniella sp. B8"
"[Clostridium] scindens","K03881",0.35,0.668833782898099,0.35,"[Clostridium] scindens"
"Bacteroides faecium","K04257",-0.35,0.668833782898099,0.35,"Bacteroides faecium"
"Enterocloster clostridioformis","K04257",-0.35,0.668833782898099,0.35,"Enterocloster clostridioformis"
"Muribaculum gordoncarteri","K02518",-0.35,0.668833782898099,0.35,"Muribaculum gordoncarteri"
"Enterococcus faecalis","K02874",0.35,0.668833782898099,0.35,"Enterococcus faecalis"
"Blautia massiliensis (ex Durand et al. 2017)","K02961",0.35,0.668833782898099,0.35,"Blautia massiliensis (ex Durand et al. 2017)"
"Duncaniella sp. B8","K02262",-0.35,0.668833782898099,0.35,"Duncaniella sp. B8"
"Flavonifractor plautii","K02914",0.35,0.668833782898099,0.35,"Flavonifractor plautii"
"Blautia producta","K02946",0.35,0.668833782898099,0.35,"Blautia producta"
"Duncaniella sp. B8","K02004",-0.35,0.668833782898099,0.35,"Duncaniella sp. B8"
"Paramuribaculum intestinale","K02004",-0.35,0.668833782898099,0.35,"Paramuribaculum intestinale"
"Muribaculum intestinale","K03704",-0.35,0.668833782898099,0.35,"Muribaculum intestinale"
"Bacteroides faecium","K03704",-0.35,0.668833782898099,0.35,"Bacteroides faecium"
"[Clostridium] innocuum","K03704",0.35,0.668833782898099,0.35,"[Clostridium] innocuum"
"Ihubacter sp. rT4E-8","K02887",-0.35,0.668833782898099,0.35,"Ihubacter sp. rT4E-8"
"Enterocloster bolteae","K03088",0.35,0.668833782898099,0.35,"Enterocloster bolteae"
"Duncaniella dubosii","K02863",0.35,0.668833782898099,0.35,"Duncaniella dubosii"
"[Clostridium] innocuum","K10523",-0.35,0.668833782898099,0.35,"[Clostridium] innocuum"
"Blautia producta","K07484",-0.35,0.668833782898099,0.35,"Blautia producta"
"Enterococcus faecalis","K02988",0.35,0.668833782898099,0.35,"Enterococcus faecalis"
"Staphylococcus aureus","K20490",-0.35,0.668833782898099,0.35,"Staphylococcus aureus"
"[Clostridium] innocuum","K02356",-0.35,0.668833782898099,0.35,"[Clostridium] innocuum"
"Duncaniella dubosii","K03205",-0.35,0.668833782898099,0.35,"Duncaniella dubosii"
"Mediterraneibacter gnavus","K03205",0.35,0.668833782898099,0.35,"Mediterraneibacter gnavus"
"uncultured Alistipes sp.","K10704",-0.35,0.668833782898099,0.35,"uncultured Alistipes sp."
"Bacteroides faecium","K00134",-0.333333333333333,0.686381938119346,0.333333333333333,"Bacteroides faecium"
"Bacteroides faecium","K03881",-0.333333333333333,0.686381938119346,0.333333333333333,"Bacteroides faecium"
"Duncaniella dubosii","K02256",-0.333333333333333,0.686381938119346,0.333333333333333,"Duncaniella dubosii"
"Duncaniella dubosii","K02965",-0.333333333333333,0.686381938119346,0.333333333333333,"Duncaniella dubosii"
"Paramuribaculum intestinale","K02965",-0.333333333333333,0.686381938119346,0.333333333333333,"Paramuribaculum intestinale"
"Acutalibacter muris","K02965",0.333333333333333,0.686381938119346,0.333333333333333,"Acutalibacter muris"
"Bacteroides faecium","K02889",-0.333333333333333,0.686381938119346,0.333333333333333,"Bacteroides faecium"
"Blautia massiliensis (ex Durand et al. 2017)","K02874",0.333333333333333,0.686381938119346,0.333333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Flavonifractor plautii","K02874",0.333333333333333,0.686381938119346,0.333333333333333,"Flavonifractor plautii"
"Ihubacter sp. rT4E-8","K02913",-0.333333333333333,0.686381938119346,0.333333333333333,"Ihubacter sp. rT4E-8"
"Muribaculum gordoncarteri","K02954",-0.333333333333333,0.686381938119346,0.333333333333333,"Muribaculum gordoncarteri"
"Duncaniella dubosii","K03878",-0.333333333333333,0.686381938119346,0.333333333333333,"Duncaniella dubosii"
"Halomonas sp. N3-2A","K02963",-0.333333333333333,0.686381938119346,0.333333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02963",-0.333333333333333,0.686381938119346,0.333333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02963",-0.333333333333333,0.686381938119346,0.333333333333333,"Exiguobacterium sp. N4-1P"
"Muribaculum intestinale","K02946",0.333333333333333,0.686381938119346,0.333333333333333,"Muribaculum intestinale"
"Staphylococcus aureus","K02946",-0.333333333333333,0.686381938119346,0.333333333333333,"Staphylococcus aureus"
"Bacteroides caecimuris","K03704",-0.333333333333333,0.686381938119346,0.333333333333333,"Bacteroides caecimuris"
"Enterocloster bolteae","K02887",-0.333333333333333,0.686381938119346,0.333333333333333,"Enterocloster bolteae"
"Duncaniella dubosii","K02952",-0.333333333333333,0.686381938119346,0.333333333333333,"Duncaniella dubosii"
"uncultured Alistipes sp.","K02952",0.333333333333333,0.686381938119346,0.333333333333333,"uncultured Alistipes sp."
"uncultured Alistipes sp.","K02863",0.333333333333333,0.686381938119346,0.333333333333333,"uncultured Alistipes sp."
"Blautia producta","K10523",-0.333333333333333,0.686381938119346,0.333333333333333,"Blautia producta"
"Clostridium sp. 10cd*","K02358",0.333333333333333,0.686381938119346,0.333333333333333,"Clostridium sp. 10cd*"
"Mucispirillum schaedleri","K02884",-0.333333333333333,0.686381938119346,0.333333333333333,"Mucispirillum schaedleri"
"[Clostridium] scindens","K02994",0.333333333333333,0.686381938119346,0.333333333333333,"[Clostridium] scindens"
"Muribaculum gordoncarteri","K02867",-0.333333333333333,0.686381938119346,0.333333333333333,"Muribaculum gordoncarteri"
"Mediterraneibacter gnavus","K02867",0.333333333333333,0.686381938119346,0.333333333333333,"Mediterraneibacter gnavus"
"Muribaculum gordoncarteri","K01154",-0.333333333333333,0.686381938119346,0.333333333333333,"Muribaculum gordoncarteri"
"uncultured Alistipes sp.","K11253",-0.333333333333333,0.686381938119346,0.333333333333333,"uncultured Alistipes sp."
"Mucispirillum schaedleri","K02904",0.333333333333333,0.686381938119346,0.333333333333333,"Mucispirillum schaedleri"
"Acutalibacter muris","K02356",-0.333333333333333,0.686381938119346,0.333333333333333,"Acutalibacter muris"
"Staphylococcus aureus","K02356",-0.333333333333333,0.686381938119346,0.333333333333333,"Staphylococcus aureus"
"Bacteroides faecium","K10704",-0.333333333333333,0.686381938119346,0.333333333333333,"Bacteroides faecium"
"Duncaniella dubosii","K02261",-0.316666666666667,0.70149081902138,0.316666666666667,"Duncaniella dubosii"
"Bacteroides caecimuris","K04257",-0.316666666666667,0.70149081902138,0.316666666666667,"Bacteroides caecimuris"
"Enterococcus faecalis","K02518",0.316666666666667,0.70149081902138,0.316666666666667,"Enterococcus faecalis"
"Paramuribaculum intestinale","K02256",-0.316666666666667,0.70149081902138,0.316666666666667,"Paramuribaculum intestinale"
"Ihubacter sp. rT4E-8","K02256",0.316666666666667,0.70149081902138,0.316666666666667,"Ihubacter sp. rT4E-8"
"Clostridium sp. 10cd*","K02889",0.316666666666667,0.70149081902138,0.316666666666667,"Clostridium sp. 10cd*"
"Enterocloster clostridioformis","K02889",-0.316666666666667,0.70149081902138,0.316666666666667,"Enterocloster clostridioformis"
"Blautia producta","K03879",0.316666666666667,0.70149081902138,0.316666666666667,"Blautia producta"
"Clostridium sp. 10cd*","K02913",-0.316666666666667,0.70149081902138,0.316666666666667,"Clostridium sp. 10cd*"
"Halomonas sp. N3-2A","K02913",-0.316666666666667,0.70149081902138,0.316666666666667,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K02913",-0.316666666666667,0.70149081902138,0.316666666666667,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K02913",-0.316666666666667,0.70149081902138,0.316666666666667,"Exiguobacterium sp. N4-1P"
"Duncaniella dubosii","K02262",-0.316666666666667,0.70149081902138,0.316666666666667,"Duncaniella dubosii"
"Bacteroides uniformis","K02970",-0.316666666666667,0.70149081902138,0.316666666666667,"Bacteroides uniformis"
"Flavonifractor plautii","K02963",-0.316666666666667,0.70149081902138,0.316666666666667,"Flavonifractor plautii"
"Paramuribaculum intestinale","K02914",-0.316666666666667,0.70149081902138,0.316666666666667,"Paramuribaculum intestinale"
"Blautia massiliensis (ex Durand et al. 2017)","K02914",-0.316666666666667,0.70149081902138,0.316666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Clostridium sp. 10cd*","K02004",0.316666666666667,0.70149081902138,0.316666666666667,"Clostridium sp. 10cd*"
"Duncaniella sp. B8","K02952",-0.316666666666667,0.70149081902138,0.316666666666667,"Duncaniella sp. B8"
"Blautia producta","K02952",0.316666666666667,0.70149081902138,0.316666666666667,"Blautia producta"
"Duncaniella dubosii","K03169",-0.316666666666667,0.70149081902138,0.316666666666667,"Duncaniella dubosii"
"[Clostridium] innocuum","K03088",0.316666666666667,0.70149081902138,0.316666666666667,"[Clostridium] innocuum"
"Duncaniella sp. B8","K02863",0.316666666666667,0.70149081902138,0.316666666666667,"Duncaniella sp. B8"
"Blautia massiliensis (ex Durand et al. 2017)","K02863",-0.316666666666667,0.70149081902138,0.316666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Clostridium sp. 10cd*","K02863",-0.316666666666667,0.70149081902138,0.316666666666667,"Clostridium sp. 10cd*"
"Mediterraneibacter gnavus","K02863",-0.316666666666667,0.70149081902138,0.316666666666667,"Mediterraneibacter gnavus"
"Bacteroides faecium","K10523",-0.316666666666667,0.70149081902138,0.316666666666667,"Bacteroides faecium"
"Acutalibacter muris","K02358",0.316666666666667,0.70149081902138,0.316666666666667,"Acutalibacter muris"
"Clostridium sp. 10cd*","K02909",0.316666666666667,0.70149081902138,0.316666666666667,"Clostridium sp. 10cd*"
"Blautia massiliensis (ex Durand et al. 2017)","K02884",-0.316666666666667,0.70149081902138,0.316666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"[Clostridium] innocuum","K01154",0.316666666666667,0.70149081902138,0.316666666666667,"[Clostridium] innocuum"
"Blautia producta","K11253",-0.316666666666667,0.70149081902138,0.316666666666667,"Blautia producta"
"[Clostridium] scindens","K02992",-0.316666666666667,0.70149081902138,0.316666666666667,"[Clostridium] scindens"
"Bacteroides uniformis","K20490",-0.316666666666667,0.70149081902138,0.316666666666667,"Bacteroides uniformis"
"Mucispirillum schaedleri","K02356",-0.316666666666667,0.70149081902138,0.316666666666667,"Mucispirillum schaedleri"
"Enterocloster bolteae","K02356",-0.316666666666667,0.70149081902138,0.316666666666667,"Enterocloster bolteae"
"[Clostridium] scindens","K03205",0.316666666666667,0.70149081902138,0.316666666666667,"[Clostridium] scindens"
"Bacteroides caecimuris","K00134",-0.3,0.71113690039893,0.3,"Bacteroides caecimuris"
"Paramuribaculum intestinale","K02261",-0.3,0.71113690039893,0.3,"Paramuribaculum intestinale"
"Enterocloster bolteae","K03881",0.3,0.71113690039893,0.3,"Enterocloster bolteae"
"Bacteroides caecimuris","K03881",-0.3,0.71113690039893,0.3,"Bacteroides caecimuris"
"Muribaculum intestinale","K04257",-0.3,0.71113690039893,0.3,"Muribaculum intestinale"
"Clostridium sp. 10cd*","K04257",0.3,0.71113690039893,0.3,"Clostridium sp. 10cd*"
"Paramuribaculum intestinale","K02518",-0.3,0.71113690039893,0.3,"Paramuribaculum intestinale"
"Acutalibacter muris","K02518",0.3,0.71113690039893,0.3,"Acutalibacter muris"
"Muribaculum intestinale","K02256",-0.3,0.71113690039893,0.3,"Muribaculum intestinale"
"Blautia massiliensis (ex Durand et al. 2017)","K02965",0.3,0.71113690039893,0.3,"Blautia massiliensis (ex Durand et al. 2017)"
"Bacteroides caecimuris","K02889",-0.3,0.71113690039893,0.3,"Bacteroides caecimuris"
"Enterocloster clostridioformis","K02874",0.3,0.71113690039893,0.3,"Enterocloster clostridioformis"
"Staphylococcus aureus","K02913",-0.3,0.71113690039893,0.3,"Staphylococcus aureus"
"[Clostridium] innocuum","K02913",-0.3,0.71113690039893,0.3,"[Clostridium] innocuum"
"Duncaniella sp. B8","K02961",-0.3,0.71113690039893,0.3,"Duncaniella sp. B8"
"Muribaculum gordoncarteri","K02961",-0.3,0.71113690039893,0.3,"Muribaculum gordoncarteri"
"Paramuribaculum intestinale","K02961",-0.3,0.71113690039893,0.3,"Paramuribaculum intestinale"
"Clostridium sp. 10cd*","K02961",0.3,0.71113690039893,0.3,"Clostridium sp. 10cd*"
"Paramuribaculum intestinale","K02262",-0.3,0.71113690039893,0.3,"Paramuribaculum intestinale"
"Duncaniella sp. B8","K02948",0.3,0.71113690039893,0.3,"Duncaniella sp. B8"
"Blautia producta","K02963",-0.3,0.71113690039893,0.3,"Blautia producta"
"Clostridium sp. 10cd*","K02914",-0.3,0.71113690039893,0.3,"Clostridium sp. 10cd*"
"[Clostridium] scindens","K02946",-0.3,0.71113690039893,0.3,"[Clostridium] scindens"
"Blautia massiliensis (ex Durand et al. 2017)","K02004",0.3,0.71113690039893,0.3,"Blautia massiliensis (ex Durand et al. 2017)"
"Enterocloster clostridioformis","K03704",0.3,0.71113690039893,0.3,"Enterocloster clostridioformis"
"Bacteroides uniformis","K02952",-0.3,0.71113690039893,0.3,"Bacteroides uniformis"
"Enterocloster clostridioformis","K03169",0.3,0.71113690039893,0.3,"Enterocloster clostridioformis"
"Eisenbergiella porci","K03088",0.3,0.71113690039893,0.3,"Eisenbergiella porci"
"[Clostridium] innocuum","K02863",-0.3,0.71113690039893,0.3,"[Clostridium] innocuum"
"Bacteroides faecium","K03497",-0.3,0.71113690039893,0.3,"Bacteroides faecium"
"Duncaniella dubosii","K02358",-0.3,0.71113690039893,0.3,"Duncaniella dubosii"
"[Clostridium] scindens","K02358",0.3,0.71113690039893,0.3,"[Clostridium] scindens"
"Enterocloster clostridioformis","K02358",0.3,0.71113690039893,0.3,"Enterocloster clostridioformis"
"Blautia massiliensis (ex Durand et al. 2017)","K02909",0.3,0.71113690039893,0.3,"Blautia massiliensis (ex Durand et al. 2017)"
"Clostridium sp. 10cd*","K02994",0.3,0.71113690039893,0.3,"Clostridium sp. 10cd*"
"Faecalibaculum rodentium","K13625",-0.3,0.71113690039893,0.3,"Faecalibaculum rodentium"
"Ihubacter sp. rT4E-8","K13625",-0.3,0.71113690039893,0.3,"Ihubacter sp. rT4E-8"
"Ihubacter sp. rT4E-8","K02988",0.3,0.71113690039893,0.3,"Ihubacter sp. rT4E-8"
"Duncaniella sp. B8","K11253",0.3,0.71113690039893,0.3,"Duncaniella sp. B8"
"Mucispirillum schaedleri","K20490",0.3,0.71113690039893,0.3,"Mucispirillum schaedleri"
"Mediterraneibacter gnavus","K02356",-0.3,0.71113690039893,0.3,"Mediterraneibacter gnavus"
"Enterocloster clostridioformis","K02356",-0.3,0.71113690039893,0.3,"Enterocloster clostridioformis"
"Xanthomonas euvesicatoria","K01689",0.3,0.71113690039893,0.3,"Xanthomonas euvesicatoria"
"Bacteroides caecimuris","K10704",-0.3,0.71113690039893,0.3,"Bacteroides caecimuris"
"Eisenbergiella porci","K00134",-0.283333333333333,0.727129076342024,0.283333333333333,"Eisenbergiella porci"
"Muribaculum intestinale","K02261",-0.283333333333333,0.727129076342024,0.283333333333333,"Muribaculum intestinale"
"[Clostridium] scindens","K04257",0.283333333333333,0.727129076342024,0.283333333333333,"[Clostridium] scindens"
"uncultured Alistipes sp.","K04257",-0.283333333333333,0.727129076342024,0.283333333333333,"uncultured Alistipes sp."
"Duncaniella dubosii","K02518",-0.283333333333333,0.727129076342024,0.283333333333333,"Duncaniella dubosii"
"Blautia producta","K02256",0.283333333333333,0.727129076342024,0.283333333333333,"Blautia producta"
"Bacteroides caecimuris","K02003",-0.283333333333333,0.727129076342024,0.283333333333333,"Bacteroides caecimuris"
"Muribaculum intestinale","K03879",-0.283333333333333,0.727129076342024,0.283333333333333,"Muribaculum intestinale"
"Bacteroides uniformis","K02961",-0.283333333333333,0.727129076342024,0.283333333333333,"Bacteroides uniformis"
"Muribaculum intestinale","K02262",-0.283333333333333,0.727129076342024,0.283333333333333,"Muribaculum intestinale"
"Ihubacter sp. rT4E-8","K03878",0.283333333333333,0.727129076342024,0.283333333333333,"Ihubacter sp. rT4E-8"
"[Clostridium] innocuum","K03878",0.283333333333333,0.727129076342024,0.283333333333333,"[Clostridium] innocuum"
"Staphylococcus aureus","K02963",-0.283333333333333,0.727129076342024,0.283333333333333,"Staphylococcus aureus"
"Duncaniella sp. B8","K02914",-0.283333333333333,0.727129076342024,0.283333333333333,"Duncaniella sp. B8"
"Mucispirillum schaedleri","K02914",0.283333333333333,0.727129076342024,0.283333333333333,"Mucispirillum schaedleri"
"Muribaculum gordoncarteri","K02914",-0.283333333333333,0.727129076342024,0.283333333333333,"Muribaculum gordoncarteri"
"Enterocloster clostridioformis","K02914",0.283333333333333,0.727129076342024,0.283333333333333,"Enterocloster clostridioformis"
"Muribaculum gordoncarteri","K02946",0.283333333333333,0.727129076342024,0.283333333333333,"Muribaculum gordoncarteri"
"Enterocloster bolteae","K02946",0.283333333333333,0.727129076342024,0.283333333333333,"Enterocloster bolteae"
"Faecalibaculum rodentium","K02946",0.283333333333333,0.727129076342024,0.283333333333333,"Faecalibaculum rodentium"
"Eisenbergiella porci","K02946",0.283333333333333,0.727129076342024,0.283333333333333,"Eisenbergiella porci"
"Duncaniella sp. B8","K03704",-0.283333333333333,0.727129076342024,0.283333333333333,"Duncaniella sp. B8"
"Blautia producta","K03704",0.283333333333333,0.727129076342024,0.283333333333333,"Blautia producta"
"Blautia producta","K02887",-0.283333333333333,0.727129076342024,0.283333333333333,"Blautia producta"
"Paramuribaculum intestinale","K02952",-0.283333333333333,0.727129076342024,0.283333333333333,"Paramuribaculum intestinale"
"Bacteroides caecimuris","K10523",-0.283333333333333,0.727129076342024,0.283333333333333,"Bacteroides caecimuris"
"Klebsiella pneumoniae","K03497",-0.283333333333333,0.727129076342024,0.283333333333333,"Klebsiella pneumoniae"
"Xanthomonas euvesicatoria","K07484",0.283333333333333,0.727129076342024,0.283333333333333,"Xanthomonas euvesicatoria"
"Mediterraneibacter gnavus","K02988",0.283333333333333,0.727129076342024,0.283333333333333,"Mediterraneibacter gnavus"
"Faecalibaculum rodentium","K11253",-0.283333333333333,0.727129076342024,0.283333333333333,"Faecalibaculum rodentium"
"Xanthomonas euvesicatoria","K02992",-0.283333333333333,0.727129076342024,0.283333333333333,"Xanthomonas euvesicatoria"
"Bacteroides faecium","K02992",0.283333333333333,0.727129076342024,0.283333333333333,"Bacteroides faecium"
"Enterocloster clostridioformis","K20490",0.283333333333333,0.727129076342024,0.283333333333333,"Enterocloster clostridioformis"
"Faecalibaculum rodentium","K02904",0.283333333333333,0.727129076342024,0.283333333333333,"Faecalibaculum rodentium"
"Blautia massiliensis (ex Durand et al. 2017)","K03205",0.283333333333333,0.727129076342024,0.283333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Eisenbergiella porci","K10704",-0.283333333333333,0.727129076342024,0.283333333333333,"Eisenbergiella porci"
"Muribaculum intestinale","K00134",-0.266666666666667,0.737042711236709,0.266666666666667,"Muribaculum intestinale"
"Ihubacter sp. rT4E-8","K02261",0.266666666666667,0.737042711236709,0.266666666666667,"Ihubacter sp. rT4E-8"
"Duncaniella sp. B8","K03881",-0.266666666666667,0.737042711236709,0.266666666666667,"Duncaniella sp. B8"
"[Clostridium] innocuum","K04257",-0.266666666666667,0.737042711236709,0.266666666666667,"[Clostridium] innocuum"
"Mediterraneibacter gnavus","K02256",0.266666666666667,0.737042711236709,0.266666666666667,"Mediterraneibacter gnavus"
"[Clostridium] innocuum","K02256",0.266666666666667,0.737042711236709,0.266666666666667,"[Clostridium] innocuum"
"uncultured Alistipes sp.","K02256",-0.266666666666667,0.737042711236709,0.266666666666667,"uncultured Alistipes sp."
"Duncaniella sp. B8","K02965",-0.266666666666667,0.737042711236709,0.266666666666667,"Duncaniella sp. B8"
"Blautia massiliensis (ex Durand et al. 2017)","K02003",0.266666666666667,0.737042711236709,0.266666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Muribaculum intestinale","K02889",-0.266666666666667,0.737042711236709,0.266666666666667,"Muribaculum intestinale"
"[Clostridium] scindens","K02889",0.266666666666667,0.737042711236709,0.266666666666667,"[Clostridium] scindens"
"Mediterraneibacter gnavus","K03879",0.266666666666667,0.737042711236709,0.266666666666667,"Mediterraneibacter gnavus"
"Ihubacter sp. rT4E-8","K02262",0.266666666666667,0.737042711236709,0.266666666666667,"Ihubacter sp. rT4E-8"
"Paramuribaculum intestinale","K03878",-0.266666666666667,0.737042711236709,0.266666666666667,"Paramuribaculum intestinale"
"Bacteroides uniformis","K03878",0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides uniformis"
"Enterocloster clostridioformis","K03878",0.266666666666667,0.737042711236709,0.266666666666667,"Enterocloster clostridioformis"
"Duncaniella sp. B8","K02970",-0.266666666666667,0.737042711236709,0.266666666666667,"Duncaniella sp. B8"
"Muribaculum intestinale","K02970",-0.266666666666667,0.737042711236709,0.266666666666667,"Muribaculum intestinale"
"Eisenbergiella porci","K02950",0.266666666666667,0.737042711236709,0.266666666666667,"Eisenbergiella porci"
"uncultured Alistipes sp.","K02946",0.266666666666667,0.737042711236709,0.266666666666667,"uncultured Alistipes sp."
"[Clostridium] scindens","K03704",0.266666666666667,0.737042711236709,0.266666666666667,"[Clostridium] scindens"
"[Clostridium] innocuum","K02887",-0.266666666666667,0.737042711236709,0.266666666666667,"[Clostridium] innocuum"
"Klebsiella pneumoniae","K02956",-0.266666666666667,0.737042711236709,0.266666666666667,"Klebsiella pneumoniae"
"Eisenbergiella porci","K10523",-0.266666666666667,0.737042711236709,0.266666666666667,"Eisenbergiella porci"
"Bacteroides caecimuris","K03497",-0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides caecimuris"
"Muribaculum gordoncarteri","K02909",-0.266666666666667,0.737042711236709,0.266666666666667,"Muribaculum gordoncarteri"
"Bacteroides uniformis","K02909",-0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides uniformis"
"Klebsiella pneumoniae","K02884",-0.266666666666667,0.737042711236709,0.266666666666667,"Klebsiella pneumoniae"
"Clostridium sp. 10cd*","K02867",0.266666666666667,0.737042711236709,0.266666666666667,"Clostridium sp. 10cd*"
"Enterocloster bolteae","K13625",-0.266666666666667,0.737042711236709,0.266666666666667,"Enterocloster bolteae"
"Duncaniella sp. B8","K02988",-0.266666666666667,0.737042711236709,0.266666666666667,"Duncaniella sp. B8"
"Bacteroides uniformis","K01154",-0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides uniformis"
"Enterococcus faecalis","K01154",0.266666666666667,0.737042711236709,0.266666666666667,"Enterococcus faecalis"
"Duncaniella dubosii","K11253",0.266666666666667,0.737042711236709,0.266666666666667,"Duncaniella dubosii"
"Clostridium sp. 10cd*","K20490",0.266666666666667,0.737042711236709,0.266666666666667,"Clostridium sp. 10cd*"
"Blautia producta","K02904",0.266666666666667,0.737042711236709,0.266666666666667,"Blautia producta"
"Bacteroides faecium","K02904",0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides faecium"
"Ihubacter sp. rT4E-8","K02904",0.266666666666667,0.737042711236709,0.266666666666667,"Ihubacter sp. rT4E-8"
"Flavonifractor plautii","K02356",-0.266666666666667,0.737042711236709,0.266666666666667,"Flavonifractor plautii"
"Paramuribaculum intestinale","K03205",-0.266666666666667,0.737042711236709,0.266666666666667,"Paramuribaculum intestinale"
"Enterocloster clostridioformis","K03205",0.266666666666667,0.737042711236709,0.266666666666667,"Enterocloster clostridioformis"
"Bacteroides uniformis","K01689",0.266666666666667,0.737042711236709,0.266666666666667,"Bacteroides uniformis"
"Blautia massiliensis (ex Durand et al. 2017)","K01689",-0.266666666666667,0.737042711236709,0.266666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Muribaculum intestinale","K10704",-0.266666666666667,0.737042711236709,0.266666666666667,"Muribaculum intestinale"
"Bacteroides faecium","K02518",0.25,0.754366434714547,0.25,"Bacteroides faecium"
"Enterococcus faecalis","K02256",0.25,0.754366434714547,0.25,"Enterococcus faecalis"
"Mucispirillum schaedleri","K02965",0.25,0.754366434714547,0.25,"Mucispirillum schaedleri"
"Clostridium sp. 10cd*","K02965",0.25,0.754366434714547,0.25,"Clostridium sp. 10cd*"
"[Clostridium] innocuum","K02889",-0.25,0.754366434714547,0.25,"[Clostridium] innocuum"
"Acutalibacter muris","K03879",-0.25,0.754366434714547,0.25,"Acutalibacter muris"
"Bacteroides uniformis","K02874",-0.25,0.754366434714547,0.25,"Bacteroides uniformis"
"Enterocloster clostridioformis","K02913",-0.25,0.754366434714547,0.25,"Enterocloster clostridioformis"
"Eisenbergiella porci","K02913",-0.25,0.754366434714547,0.25,"Eisenbergiella porci"
"Blautia producta","K03878",0.25,0.754366434714547,0.25,"Blautia producta"
"Enterococcus faecalis","K03878",0.25,0.754366434714547,0.25,"Enterococcus faecalis"
"Duncaniella dubosii","K02948",0.25,0.754366434714547,0.25,"Duncaniella dubosii"
"Paramuribaculum intestinale","K02948",0.25,0.754366434714547,0.25,"Paramuribaculum intestinale"
"Duncaniella dubosii","K02914",-0.25,0.754366434714547,0.25,"Duncaniella dubosii"
"Bacteroides uniformis","K02946",-0.25,0.754366434714547,0.25,"Bacteroides uniformis"
"[Clostridium] scindens","K02004",0.25,0.754366434714547,0.25,"[Clostridium] scindens"
"Blautia massiliensis (ex Durand et al. 2017)","K02887",-0.25,0.754366434714547,0.25,"Blautia massiliensis (ex Durand et al. 2017)"
"Muribaculum gordoncarteri","K02952",-0.25,0.754366434714547,0.25,"Muribaculum gordoncarteri"
"[Clostridium] innocuum","K02952",0.25,0.754366434714547,0.25,"[Clostridium] innocuum"
